FID,year,X_97,Y_97,source
4690,2021,185653.97,2610437.91,睺稰代
4691,2021,168239.81,2576463.27,睺稰代
4692,2021,168545.79,2548608.97,EMIC
4693,2021,179639.69,2593590.47,睺稰代
4694,2021,186363.78,2604801.73,睺稰代
4695,2021,178760.08,2564395.53,睺稰代
4696,2021,172971.26,2542483.69,睺稰代
4697,2021,202862.38,2514027.93,睺稰代
4698,2021,183113.56,2503212.54,睺稰代
4699,2021,172349.45,2592538.48,睺稰代
4700,2021,171985.27,2550300.89,EMIC
4701,2021,184422.95,2558099.99,睺稰代
4702,2021,184082.82,2558221.53,睺稰代
4703,2021,171632.65,2564969.65,睺稰代
4704,2021,178569.72,2560005.25,睺稰代
4705,2021,167246.48,2555170.86,睺稰代
4706,2021,175875.89,2561709.11,睺稰代
4707,2021,213148.63,2671862.60,睺稰代
4708,2021,188734.54,2560232.96,EMIC
4709,2021,198948.56,2668180.61,睺稰代
4710,2021,199012.54,2668160.44,睺稰代
4711,2021,180553.63,2497550.76,睺稰代
4712,2021,172373.00,2564346.37,EMIC
4713,2021,171303.00,2536905.60,睺稰代
4714,2021,178272.78,2559145.24,EMIC
4715,2021,218777.35,2672485.11,睺稰代
4716,2021,201392.12,2666321.97,睺稰代
4717,2021,194606.15,2486301.77,睺稰代
4718,2021,198996.13,2485032.06,睺稰代
4719,2021,178506.05,2499382.76,EMIC
4720,2021,205618.91,2664429.35,睺稰代
4721,2021,171719.59,2564972.51,EMIC
4722,2021,178194.46,2559992.95,EMIC
4723,2021,210926.76,2669563.47,睺稰代
4724,2021,211394.79,2672006.13,睺稰代
4725,2021,176856.37,2561537.71,EMIC
4726,2021,178194.46,2559992.95,EMIC
4727,2021,212742.45,2668844.11,睺稰代
4728,2021,184005.46,2558596.18,EMIC
4729,2021,203540.62,2479861.00,EMIC
4730,2021,187011.04,2530898.58,睺稰代
4731,2021,201850.08,2479444.37,睺稰代
4732,2021,194569.85,2485372.13,EMIC
4733,2021,201622.42,2495670.92,EMIC
4734,2021,206975.31,2498908.87,EMIC
4735,2021,207245.55,2478018.25,EMIC
4736,2021,206975.31,2498908.87,EMIC
4737,2021,170426.24,2551745.93,EMIC
4738,2021,185298.37,2498037.52,EMIC
4739,2021,204975.96,2515735.75,EMIC
4740,2021,204975.96,2515735.75,EMIC
4741,2021,201162.19,2480043.35,睺稰代
4742,2021,179581.47,2540368.38,睺稰代
4743,2021,200520.32,2482142.60,睺稰代
4744,2021,175136.82,2560846.22,睺稰代
4745,2021,183976.63,2558387.15,EMIC
4746,2021,204975.96,2515735.75,EMIC
4747,2021,180957.81,2586655.82,睺稰代
4748,2021,198249.54,2673363.73,睺稰代
4749,2021,168528.85,2548992.91,睺稰代
4750,2021,209360.62,2474563.54,EMIC
4751,2021,171807.53,2564875.64,EMIC
4752,2021,182158.73,2532372.35,EMIC
4753,2021,208946.29,2476351.60,EMIC
4754,2021,207245.55,2478018.25,EMIC
4755,2021,200925.23,2479124.50,EMIC
4756,2021,211782.23,2668125.90,睺稰代
4757,2021,208973.14,2475083.33,睺稰代
4758,2021,201433.58,2481229.51,睺稰代
4759,2021,201216.39,2480907.97,睺稰代
4760,2021,196451.59,2484344.01,睺稰代
4761,2021,169416.67,2548568.31,EMIC
4762,2021,199448.25,2487116.75,EMIC
4763,2021,162519.74,2606581.87,睺稰代
4764,2021,190414.52,2582437.46,睺稰代
4765,2021,168179.89,2548853.20,EMIC
4766,2021,174006.61,2549789.20,睺稰代
4767,2021,173602.50,2544206.61,睺稰代
4768,2021,168756.43,2548945.06,睺稰代
4769,2021,171718.97,2550589.34,EMIC
4770,2021,168534.35,2548609.89,EMIC
4771,2021,183057.06,2565056.58,EMIC
4772,2021,185834.24,2565162.31,EMIC
4773,2021,165560.71,2550349.19,EMIC
4774,2021,207914.09,2474555.79,睺稰代
4775,2021,206086.25,2476060.10,睺稰代
4776,2021,168473.77,2549094.11,EMIC
4777,2021,176673.48,2561444.86,EMIC
4778,2021,167781.05,2555403.93,EMIC
4779,2021,168684.32,2548571.18,EMIC
4780,2021,164690.12,2609368.65,睺稰代
4781,2021,174034.30,2549854.07,EMIC
4782,2021,164400.85,2613606.66,睺稰代
4783,2021,203431.87,2481216.30,EMIC
4784,2021,174757.26,2547652.84,EMIC
4785,2021,174043.14,2549332.87,EMIC
4786,2021,165461.46,2608584.14,睺稰代
4787,2021,163162.01,2549926.91,EMIC
4788,2021,203963.14,2479577.26,EMIC
4789,2021,186336.08,2498440.78,EMIC
4790,2021,196921.21,2555343.25,EMIC
4791,2021,168518.97,2547229.59,EMIC
4792,2021,168116.03,2548935.67,EMIC
4793,2021,168822.40,2525022.41,EMIC
4794,2021,177377.93,2550719.12,睺稰代
4795,2021,167018.43,2619603.78,睺稰代
4796,2021,166285.43,2618911.58,睺稰代
4797,2021,172328.11,2564692.39,EMIC
4798,2021,174674.32,2528662.65,EMIC
4799,2021,187710.91,2501101.16,EMIC
4800,2021,166160.26,2619053.44,睺稰代
4801,2021,175134.03,2546684.07,睺稰代
4802,2021,163162.01,2549926.91,EMIC
4803,2021,168380.32,2548455.36,EMIC
4804,2021,189455.02,2499317.32,EMIC
4805,2021,171699.17,2554183.09,EMIC
4806,2021,187267.87,2501570.27,EMIC
4807,2021,167811.14,2602617.98,睺稰代
4808,2021,166710.62,2609354.56,睺稰代
4809,2021,169096.51,2550033.80,EMIC
4810,2021,170584.36,2536122.98,EMIC
4811,2021,172218.55,2538206.63,EMIC
4812,2021,173426.62,2537198.73,EMIC
4813,2021,201048.15,2479434.26,EMIC
4814,2021,181732.45,2539541.11,EMIC
4815,2021,201817.92,2479498.84,EMIC
4816,2021,189044.01,2495782.60,EMIC
4817,2021,188062.73,2500387.16,EMIC
4818,2021,170450.42,2553715.14,EMIC
4819,2021,169179.29,2554128.38,EMIC
4820,2021,173061.76,2538159.08,EMIC
4821,2021,172357.43,2536433.85,EMIC
4822,2021,169373.54,2607388.16,睺稰代
4823,2021,188018.27,2529344.21,EMIC
4824,2021,183379.82,2533381.95,EMIC
4825,2021,207259.48,2487511.95,EMIC
4826,2021,179171.51,2599909.77,睺稰代
4827,2021,186309.21,2607314.20,睺稰代
4828,2021,178673.44,2543036.75,EMIC
4829,2021,167134.26,2556330.43,EMIC
4830,2021,193602.07,2623910.37,睺稰代
4831,2021,178253.83,2540203.09,EMIC
4832,2021,171535.05,2554203.31,EMIC
4833,2021,172372.60,2536427.14,EMIC
4834,2021,174918.87,2538485.46,EMIC
4835,2021,208568.14,2478271.36,EMIC
4836,2021,203431.87,2481216.30,EMIC
4837,2021,187044.17,2500797.15,EMIC
4838,2021,189742.03,2499266.72,EMIC
4839,2021,203306.75,2645041.42,睺稰代
4840,2021,188436.28,2560446.74,EMIC
4841,2021,167577.14,2549240.31,EMIC
4842,2021,214341.06,2461408.87,EMIC
4843,2021,173937.71,2516592.11,EMIC
4844,2021,180593.90,2610199.76,睺稰代
4845,2021,204670.54,2647651.78,睺稰代
4846,2021,167981.70,2550182.96,EMIC
4847,2021,174532.98,2539336.36,EMIC
4848,2021,170420.32,2535995.03,EMIC
4849,2021,173616.24,2542450.95,EMIC
4850,2021,208568.14,2478271.36,EMIC
4851,2021,168545.79,2548608.97,EMIC
4852,2021,214628.14,2463588.22,EMIC
4853,2021,188436.28,2560446.74,EMIC
4854,2021,208394.99,2473718.63,EMIC
4855,2021,183361.99,2533757.32,EMIC
4856,2021,208568.14,2478271.36,EMIC
4857,2021,186888.55,2554063.67,EMIC
4858,2021,171083.44,2555536.88,EMIC
4859,2021,171083.44,2555536.88,EMIC
4860,2021,159047.65,2555536.85,EMIC
4861,2021,172665.12,2539694.78,EMIC
4862,2021,186836.79,2531092.88,EMIC
4863,2021,175346.09,2605756.26,睺稰代
4864,2021,184663.89,2557310.23,EMIC
4865,2021,188436.28,2560446.74,EMIC
4866,2021,178866.51,2604410.96,睺稰代
4867,2021,181536.53,2547549.48,林薄戈
4868,2021,185657.67,2611022.44,睺稰代
4869,2021,167096.63,2536564.79,睺稰代
4870,2021,168033.99,2550187.22,EMIC
4871,2021,180133.72,2605824.74,睺稰代
4872,2021,198962.27,2484946.01,EMIC
4873,2021,174018.28,2554815.53,EMIC
4874,2021,179332.89,2559650.86,EMIC
4875,2021,170563.63,2609194.95,睺稰代
4876,2021,201488.04,2478834.94,EMIC
4877,2021,178170.54,2603390.57,睺稰代
4878,2021,168002.23,2550244.63,EMIC
4879,2021,177576.71,2509459.25,EMIC
4880,2021,186287.44,2472817.15,穝籇碈砰
4881,2021,176405.76,2546401.48,EMIC
4882,2021,175070.83,2562808.26,EMIC
4883,2021,174759.45,2550807.01,EMIC
4884,2021,199822.55,2482513.69,EMIC
4885,2021,174405.86,2551246.22,EMIC
4886,2021,170964.52,2607700.90,睺稰代
4887,2021,185264.98,2556584.26,EMIC
4888,2021,203472.67,2479976.10,EMIC
4889,2021,188436.28,2560446.74,EMIC
4890,2021,185264.98,2556584.26,EMIC
4891,2021,185251.37,2560840.66,EMIC
4892,2021,209726.81,2667971.20,EMIC
4893,2021,212311.81,2664367.61,EMIC
4894,2021,215929.84,2671001.76,EMIC
4895,2021,214880.66,2670603.74,EMIC
4896,2021,211783.25,2672178.85,EMIC
4897,2021,201522.22,2676892.22,EMIC
4898,2021,215929.84,2671001.76,EMIC
4899,2021,202090.22,2677323.33,EMIC
4900,2021,175728.36,2550225.21,EMIC
4901,2021,201381.61,2641897.44,睺稰代
4902,2021,199276.95,2666956.63,睺稰代
4903,2021,204154.36,2671932.20,睺稰代
4904,2021,197687.52,2671626.95,睺稰代
4905,2021,171810.11,2619374.12,睺稰代
4906,2021,177276.26,2624314.91,睺稰代
4907,2021,212311.81,2664367.61,EMIC
4908,2021,179694.02,2621215.88,睺稰代
4909,2021,184398.02,2615191.95,睺稰代
4910,2021,183761.47,2615682.23,睺稰代
4911,2021,178858.57,2607811.00,睺稰代
4912,2021,179234.96,2605856.66,睺稰代
4913,2021,199421.56,2629595.87,睺稰代
4914,2021,180471.41,2613422.13,睺稰代
4915,2021,184249.20,2610014.01,睺稰代
4916,2021,167071.55,2610971.60,睺稰代
4917,2021,187670.00,2620363.95,睺稰代
4918,2021,189450.46,2619611.54,睺稰代
4919,2021,188646.56,2605969.23,睺稰代
4920,2021,194138.66,2610648.41,睺稰代
4921,2021,195790.36,2617914.47,睺稰代
4922,2021,188029.72,2613577.42,睺稰代
4923,2021,184621.34,2620481.33,睺稰代
4924,2021,181908.51,2598485.08,睺稰代
4925,2021,169040.15,2609110.44,睺稰代
4926,2021,194268.41,2595790.72,睺稰代
4927,2021,194265.36,2596361.90,睺稰代
4928,2021,172546.90,2608104.75,睺稰代
4929,2021,180196.18,2610760.91,睺稰代
4930,2021,192812.61,2595936.74,睺稰代
4931,2021,194074.34,2597206.50,睺稰代
4932,2021,192596.81,2596996.92,睺稰代
4933,2021,194908.48,2596044.90,睺稰代
4934,2021,192413.77,2597056.01,睺稰代
4935,2021,178649.21,2608844.45,EMIC
4936,2021,189700.69,2606433.82,睺稰代
4937,2021,189091.93,2596892.92,睺稰代
4938,2021,185527.03,2605877.21,睺稰代
4939,2021,167466.67,2610760.59,睺稰代
4940,2021,179080.77,2608884.29,睺稰代
4941,2021,178169.61,2603467.45,睺稰代
4942,2021,170155.88,2610491.71,睺稰代
4943,2021,183968.05,2616656.37,睺稰代
4944,2021,189584.52,2594825.81,睺稰代
4945,2021,212338.37,2658026.41,林薄戈
4946,2021,191133.52,2595340.80,睺稰代
4947,2021,191796.55,2594971.15,睺稰代
4948,2021,170594.31,2598286.89,睺稰代
4949,2021,191804.97,2595324.57,睺稰代
4950,2021,182660.57,2588720.55,睺稰代
4951,2021,172977.92,2581629.97,睺稰代
4952,2021,182517.06,2588686.27,睺稰代
4953,2021,182107.24,2586374.17,睺稰代
4954,2021,193491.06,2630366.12,睺稰代
4955,2021,170632.25,2598124.45,睺稰代
4956,2021,177335.90,2588495.10,睺稰代
4957,2021,188582.82,2600259.40,睺稰代
4958,2021,183462.57,2618267.38,睺稰代
4959,2021,181537.39,2581738.34,睺稰代
4960,2021,177712.96,2602796.87,睺稰代
4961,2021,186055.77,2609199.31,睺稰代
4962,2021,192836.79,2586591.85,睺稰代
4963,2021,179018.59,2608795.99,EMIC
4964,2021,182460.12,2586365.29,EMIC
4965,2021,179115.41,2608849.46,EMIC
4966,2021,168161.78,2542849.18,睺稰代
4967,2021,167614.37,2543620.73,睺稰代
4968,2021,166156.86,2619145.35,EMIC
4969,2021,183425.66,2606064.40,林薄戈
4970,2021,172905.83,2543440.73,睺稰代
4971,2021,167808.22,2544383.80,睺稰代
4972,2021,177946.32,2610038.78,EMIC
4973,2021,172896.55,2541770.34,睺稰代
4974,2021,173880.43,2542077.40,睺稰代
4975,2021,179019.96,2608826.33,EMIC
4976,2021,171469.85,2542288.02,EMIC
4977,2021,165892.80,2619053.69,EMIC
4978,2021,171235.37,2542252.81,EMIC
4979,2021,170515.04,2543066.13,EMIC
4980,2021,169529.82,2541955.74,EMIC
4981,2021,172622.72,2543356.25,EMIC
4982,2021,172800.80,2545348.81,EMIC
4983,2021,179061.10,2608196.41,EMIC
4984,2021,202285.04,2682295.02,EMIC
4985,2021,172915.62,2545829.73,EMIC
4986,2021,186753.84,2587086.22,EMIC
4987,2021,181009.10,2578927.65,EMIC
4988,2021,170090.47,2547233.32,EMIC
4989,2021,169592.84,2546662.66,EMIC
4990,2021,173147.95,2544313.58,EMIC
4991,2021,173943.51,2544230.35,EMIC
4992,2021,176405.76,2546401.48,EMIC
4993,2021,171500.72,2544353.10,EMIC
4994,2021,174151.68,2544565.29,EMIC
4995,2021,166344.68,2561092.26,EMIC
4996,2021,177500.58,2538565.95,EMIC
4997,2021,174074.45,2541938.99,EMIC
4998,2021,172978.77,2543445.48,EMIC
4999,2021,170555.84,2536115.49,EMIC
5000,2021,170496.55,2536037.56,EMIC
5001,2021,175917.55,2550206.11,EMIC
5002,2021,174353.38,2544716.55,EMIC
5003,2021,172571.72,2541832.54,EMIC
5004,2021,174677.23,2544816.47,EMIC
5005,2021,172914.72,2547371.72,EMIC
5006,2021,172649.91,2545052.79,EMIC
5007,2021,189161.26,2579851.17,EMIC
5008,2021,177967.66,2608079.82,EMIC
5009,2021,178526.69,2608568.03,EMIC
5010,2021,178516.05,2609042.42,EMIC
5011,2021,183367.51,2584418.51,EMIC
5012,2021,179105.86,2608733.22,EMIC
5013,2021,177753.00,2608332.28,EMIC
5014,2021,180425.11,2586210.06,EMIC
5015,2021,169727.61,2608629.15,EMIC
5016,2021,182716.72,2585365.35,EMIC
5017,2021,178565.87,2607832.13,EMIC
5018,2021,177967.66,2608079.82,EMIC
5019,2021,178140.16,2608221.28,EMIC
5020,2021,178646.47,2608429.78,EMIC
5021,2021,178055.27,2615990.71,EMIC
5022,2021,172580.42,2607834.68,EMIC
5023,2021,170917.24,2607603.69,EMIC
5024,2021,167071.55,2610971.60,睺稰代
5025,2021,170563.63,2609194.95,睺稰代
5026,2021,198887.61,2483339.36,睺稰代
5027,2021,170964.52,2607700.90,睺稰代
5028,2021,183562.42,2509676.75,睺稰代
5029,2021,199276.95,2666956.63,睺稰代
5030,2021,193256.85,2651988.43,睺稰代
5031,2021,204932.34,2666266.31,睺稰代
5032,2021,165926.11,2536653.66,睺稰代
5033,2021,201381.61,2641897.44,睺稰代
5034,2021,161255.96,2546666.53,睺稰代
5035,2021,203306.75,2645041.42,睺稰代
5036,2021,204670.54,2647651.78,睺稰代
5037,2021,206014.54,2651393.23,睺稰代
5038,2021,205687.12,2651141.11,睺稰代
5039,2021,164998.13,2550246.32,睺稰代
5040,2021,291598.04,2601439.27,EMIC
5041,2021,292023.99,2616978.94,EMIC
5042,2021,292330.47,2617738.88,EMIC
5043,2021,302422.75,2640905.25,睺稰代
5044,2021,293072.66,2573429.23,EMIC
5045,2021,311774.25,2654824.30,EMIC
5046,2021,311774.25,2654824.30,EMIC
5047,2021,291598.04,2601439.27,EMIC
5048,2021,291598.04,2601439.27,EMIC
5049,2021,291598.04,2601439.27,EMIC
5050,2021,294390.47,2615952.20,EMIC
5051,2021,291598.04,2601439.27,EMIC
5052,2021,286848.60,2585460.26,EMIC
5053,2021,307471.20,2650206.10,EMIC
5054,2021,261581.88,2518485.49,EMIC
5055,2021,260040.58,2522046.79,EMIC
5056,2021,283626.42,2585524.32,EMIC
5057,2021,294390.47,2615952.20,EMIC
5058,2021,294390.47,2615952.20,EMIC
5059,2021,311774.25,2654824.30,EMIC
5060,2021,307471.20,2650206.10,EMIC
5061,2021,311774.25,2654824.30,EMIC
5062,2021,286848.60,2585460.26,EMIC
5063,2021,282986.94,2585282.15,林薄戈
5064,2021,311688.09,2662268.39,EMIC
5065,2021,283715.73,2586680.23,林薄戈
5066,2021,290037.37,2601002.87,EMIC
5067,2021,312427.11,2655975.67,EMIC
5068,2021,283330.73,2586332.63,睺稰代
5069,2021,293465.42,2616779.18,睺稰代
5070,2021,272625.91,2750060.92,EMIC
5071,2021,283706.63,2763105.37,EMIC
5072,2021,272529.46,2761057.14,EMIC
5073,2021,272730.14,2751631.35,EMIC
5074,2021,295925.00,2776648.82,睺稰代
5075,2021,295581.34,2775317.23,睺稰代
5076,2021,302871.89,2770009.20,林薄戈
5077,2021,301915.23,2776140.82,EMIC
5078,2021,272755.16,2751716.34,EMIC
5079,2021,297534.10,2775758.11,林薄戈
5080,2021,301044.69,2779649.97,EMIC
5081,2021,274212.44,2758071.91,EMIC
5082,2021,273408.05,2759713.62,EMIC
5083,2021,295025.88,2765149.83,睺稰代
5084,2021,299197.35,2777395.69,EMIC
5085,2021,297572.93,2776123.86,睺稰代
5086,2021,296624.63,2774690.58,EMIC
5087,2021,298058.15,2774392.06,EMIC
5088,2021,296297.51,2772691.24,EMIC
5089,2021,294931.70,2754449.24,EMIC
5090,2021,296803.53,2776352.70,睺稰代
5091,2021,273411.27,2759702.23,睺稰代
5092,2021,296540.80,2780916.51,EMIC
5093,2021,271109.79,2761352.61,EMIC
5094,2021,297336.63,2775910.36,睺稰代
5095,2021,303256.28,2776267.84,EMIC
5096,2021,270429.07,2729570.72,EMIC
5097,2021,314214.95,2773420.66,EMIC
5098,2021,299922.86,2769306.81,EMIC
5099,2021,300101.09,2766385.45,EMIC
5100,2021,204932.34,2666266.31,睺稰代
5101,2021,273365.84,2750185.10,睺稰代
5102,2021,279773.31,2760949.78,睺稰代
5103,2021,293984.36,2580851.27,EMIC
5104,2021,325459.03,2737422.63,睺稰代
5105,2021,311774.25,2654824.30,EMIC
5106,2021,292396.73,2618212.95,EMIC
5107,2021,311774.25,2654824.30,EMIC
5108,2021,311774.25,2654824.30,EMIC
5109,2021,321858.44,2729490.35,睺稰代
5110,2021,311774.25,2654824.30,EMIC
5111,2021,275697.27,2566636.19,EMIC
5112,2021,311774.25,2654824.30,EMIC
5113,2021,311772.81,2655156.25,EMIC
5114,2021,262536.03,2521164.58,EMIC
5115,2021,288429.47,2606818.88,EMIC
5116,2021,293465.42,2616779.18,睺稰代
5117,2021,279773.31,2760949.78,睺稰代
5118,2021,270757.66,2756969.13,睺稰代
5119,2021,326684.75,2735287.12,睺稰代
5120,2021,329591.19,2745357.99,睺稰代
5121,2021,319046.44,2774855.47,睺稰代
5122,2021,195649.60,2619038.42,睺稰代
5123,2021,180593.90,2610199.76,睺稰代
5124,2021,167923.89,2612624.97,睺稰代
5125,2021,183562.42,2509676.75,睺稰代
5126,2021,164372.89,2613236.10,睺稰代
5127,2021,164400.85,2613606.66,睺稰代
5128,2021,250501.14,2742636.39,睺稰代
5129,2021,250714.23,2742425.05,睺稰代
5130,2021,250501.14,2742636.39,睺稰代
5131,2021,250714.23,2742425.05,睺稰代
5132,2021,167923.89,2612624.97,睺稰代
5133,2021,178989.85,2610034.94,睺稰代
5134,2021,185103.56,2519396.41,林薄戈
5135,2021,250404.22,2742628.72,林薄戈
5136,2021,250202.13,2741521.10,林薄戈
5137,2021,247977.72,2739749.03,林薄戈
5138,2021,280032.96,2764848.32,睺稰代
5139,2021,273487.96,2769783.27,睺稰代
5140,2021,183968.05,2616656.37,睺稰代
5141,2021,206148.99,2511366.08,睺稰代
5142,2021,183562.42,2509676.75,睺稰代
5143,2021,202862.38,2514027.93,睺稰代
5144,2021,185838.71,2518393.14,ㄤ
5145,2021,204383.11,2510747.84,睺稰代
5146,2021,184697.06,2519840.97,ㄤ
5147,2021,183614.82,2509643.55,林薄戈
5148,2021,194744.28,2485218.33,睺稰代
5149,2021,202954.77,2514015.45,林薄戈
5150,2021,178247.03,2499090.59,ㄤ
5151,2021,179293.21,2510114.12,ㄤ
5152,2021,164330.66,2615532.64,睺稰代
5153,2021,184648.98,2508009.07,ㄤ
5154,2021,189029.55,2495810.30,ㄤ
5155,2021,190044.49,2493819.83,ㄤ
5156,2021,166158.41,2616834.33,睺稰代
5157,2021,213429.80,2513100.91,林薄戈
5158,2021,186146.48,2523157.08,林薄戈
5159,2021,203584.50,2501984.74,EMIC
5160,2021,194744.28,2485218.33,睺稰代
5161,2021,167409.03,2592446.01,睺稰代
5162,2021,164190.05,2581199.76,睺稰代
5163,2021,166129.66,2586700.63,睺稰代
5164,2021,160252.98,2574259.04,睺稰代
5165,2021,163592.06,2586515.96,睺稰代
5166,2021,173762.68,2597747.76,睺稰代
5167,2021,171145.03,2602060.28,睺稰代
5168,2021,164690.12,2609368.65,睺稰代
5169,2021,167508.72,2599997.28,睺稰代
5170,2021,159703.54,2568875.18,睺稰代
5171,2021,177618.10,2608259.19,睺稰代
5172,2021,177227.40,2603117.71,睺稰代
5173,2021,176170.91,2594118.10,睺稰代
5174,2021,166872.89,2592499.72,睺稰代
5175,2021,163077.27,2586577.64,睺稰代
5176,2021,193602.07,2623910.37,睺稰代
5177,2021,164400.85,2613606.66,睺稰代
5178,2021,171810.11,2619374.12,睺稰代
5179,2021,167018.43,2619603.78,睺稰代
5180,2021,178471.05,2642165.69,睺稰代
5181,2021,204932.34,2666266.31,睺稰代
5182,2021,177276.26,2624314.91,睺稰代
5183,2021,178852.76,2643342.99,睺稰代
5184,2021,179330.65,2644584.63,睺稰代
5185,2021,179153.77,2644396.55,睺稰代
5186,2021,178863.98,2643222.77,睺稰代
5187,2021,204670.54,2647651.78,睺稰代
5188,2021,203306.75,2645041.42,睺稰代
5189,2021,164918.19,2612825.81,睺稰代
5190,2021,163482.87,2614329.76,睺稰代
5191,2021,166160.26,2619053.44,睺稰代
5192,2021,169590.38,2624705.69,睺稰代
5193,2021,162519.74,2606581.87,睺稰代
5194,2021,166285.43,2618911.58,睺稰代
5195,2021,164917.46,2612980.87,睺稰代
5196,2021,173462.10,2601824.06,睺稰代
5197,2021,183937.69,2652849.55,睺稰代
5198,2021,181779.10,2648629.91,睺稰代
5199,2021,177972.65,2640781.42,睺稰代
5200,2021,182957.20,2651023.09,睺稰代
5201,2021,181749.56,2648529.30,睺稰代
5202,2021,170632.25,2598124.45,睺稰代
5203,2021,170594.31,2598286.89,睺稰代
5204,2021,166710.62,2609354.56,睺稰代
5205,2021,166413.69,2609492.70,睺稰代
5206,2021,183968.05,2616656.37,睺稰代
5207,2021,188768.00,2635187.95,睺稰代
5208,2021,167466.67,2610760.59,睺稰代
5209,2021,183956.44,2652948.74,睺稰代
5210,2021,164330.66,2615532.64,睺稰代
5211,2021,164460.44,2615593.43,睺稰代
5212,2021,164580.02,2612604.18,睺稰代
5213,2021,198948.56,2668180.61,睺稰代
5214,2021,170155.88,2610491.71,睺稰代
5215,2021,168408.85,2622240.82,睺稰代
5216,2021,183134.14,2651510.26,睺稰代
5217,2021,213829.60,2518766.27,EMIC
5218,2021,170664.43,2536388.34,睺稰代
5219,2021,177419.34,2639679.10,睺稰代
5220,2021,166614.45,2596482.66,睺稰代
5221,2021,183562.42,2509676.75,睺稰代
5222,2021,171342.03,2601978.81,EMIC
5223,2021,167811.14,2602617.98,睺稰代
5224,2021,178110.06,2620557.60,EMIC
5225,2021,174127.23,2619763.64,EMIC
5226,2021,177950.26,2615473.68,EMIC
5227,2021,176890.02,2510858.26,ㄤ
5228,2021,180797.16,2503474.32,ㄤ
5229,2021,198971.67,2668072.05,林薄戈
5230,2021,198972.04,2668174.92,林薄戈
5231,2021,202894.61,2514059.01,EMIC
5232,2021,198873.66,2483353.61,EMIC
5233,2021,171832.36,2631380.38,EMIC
5234,2021,202936.33,2514007.55,EMIC
5235,2021,201679.55,2480882.16,睺稰代
5236,2021,166161.70,2619143.30,EMIC
5237,2021,170187.38,2624612.71,林薄戈
5238,2021,202862.38,2514027.93,睺稰代
5239,2021,165972.04,2586823.35,林薄戈
5240,2021,170599.21,2628078.05,林薄戈
5241,2021,198249.54,2673363.73,睺稰代
5242,2021,163556.20,2614317.14,EMIC
5243,2021,164429.80,2612918.27,EMIC
5244,2021,164767.95,2612883.61,林薄戈
5245,2021,179388.12,2613127.61,EMIC
5246,2021,203070.27,2514109.29,林薄戈
5247,2021,162590.35,2614784.16,EMIC
5248,2021,164663.25,2615747.66,林薄戈
5249,2021,169811.73,2627726.86,林薄戈
5250,2021,169781.65,2624537.21,林薄戈
5251,2021,172376.74,2541682.87,EMIC
5252,2021,181141.65,2647959.24,林薄戈
5253,2021,190414.52,2582437.46,睺稰代
5254,2021,194138.66,2610648.41,睺稰代
5255,2021,187889.96,2599206.33,睺稰代
5256,2021,194268.41,2595790.72,睺稰代
5257,2021,218777.35,2672485.11,睺稰代
5258,2021,223574.88,2684108.83,睺稰代
5259,2021,186841.21,2645759.09,睺稰代
5260,2021,186556.88,2644027.78,睺稰代
5261,2021,185978.53,2644485.00,睺稰代
5262,2021,182517.06,2588686.27,睺稰代
5263,2021,178519.14,2617490.62,林薄戈
5264,2021,270757.66,2756969.13,睺稰代
5265,2021,272396.06,2760629.60,睺稰代
5266,2021,206148.99,2511366.08,睺稰代
5267,2021,273411.27,2759702.23,睺稰代
5268,2021,199279.67,2657921.21,睺稰代
5269,2021,273487.96,2769783.27,睺稰代
5270,2021,204975.96,2515735.75,EMIC
5271,2021,194606.15,2486301.77,睺稰代
5272,2021,185820.89,2518394.96,林薄戈
5273,2021,192691.65,2660670.93,睺稰代
5274,2021,195885.97,2599574.96,林薄戈
5275,2021,221657.63,2674998.18,睺稰代
5276,2021,181134.42,2521087.12,林薄戈
5277,2021,179581.47,2540368.38,睺稰代
5278,2021,227058.72,2701315.70,睺稰代
5279,2021,181131.66,2521077.81,睺稰代
5280,2021,178171.43,2513569.51,EMIC
5281,2021,178171.43,2513569.51,EMIC
5282,2021,279504.00,2761125.00,EMIC
5283,2021,185212.17,2520614.01,林薄戈
5284,2021,176961.52,2540842.21,EMIC
5285,2021,175811.23,2513720.28,EMIC
5286,2021,210395.03,2521064.55,EMIC
5287,2021,203151.54,2518579.60,EMIC
5288,2021,274217.61,2758061.25,睺稰代
5289,2021,186414.64,2503148.64,EMIC
5290,2021,279773.31,2760949.78,睺稰代
5291,2021,143796.09,2893951.02,林薄戈
5292,2021,172248.11,2537984.67,EMIC
5293,2021,209119.14,2523290.36,EMIC
5294,2021,172150.97,2538117.20,EMIC
5295,2021,172913.42,2536910.02,EMIC
5296,2021,174401.34,2539344.55,EMIC
5297,2021,273490.58,2759724.92,EMIC
5298,2021,199822.55,2482513.69,EMIC
5299,2021,199637.56,2487084.87,EMIC
5300,2021,169145.39,2541782.21,EMIC
5301,2021,198996.13,2485032.06,睺稰代
5302,2021,209056.61,2498089.66,EMIC
5303,2021,143134.05,2894081.69,EMIC
5304,2021,279539.00,2769904.37,EMIC
5305,2021,278496.70,2764373.74,EMIC
5306,2021,239202.59,2603771.38,林薄戈
5307,2021,186341.53,2523908.39,林薄戈
5308,2021,191114.74,2506969.71,林薄戈
5309,2021,143134.05,2894081.69,EMIC
